,Symbol,Exchange,Volume,Volume %,+2% Depth,-2% Depth
0,ALGO/XLM,Stellarterm,0.0,0.0,0.0,0.0
1,ALGO/XBT,Kraken,278183.96105513,0.11600032869563662,239196.93793755,299785.89680092
2,ALGO/USDT,Binance JEX,55493886.08862861,23.140475110293657,0.0,0.0
3,ALGO/USDT,Mandala Exchange,44749062.85700852,18.659975868292303,51035.55677477,92015.93677312
4,ALGO/USDT,Binance,43732344.02071774,18.23601282328626,592295.55202572,1193613.30136826
5,ALGO/USDT,OKEx,25657427.9767976,10.69892767183408,219221.41246219,430933.94914359
6,ALGO/USDT,Bitrue,24142438.76882364,10.067190150271886,52351.60381552,63278.74928893
7,ALGO/USDC,Crypto.com Exchange,241044.70553631,0.1005135772979147,680098.05961156,580274.36761243
8,ALGO/USDC,CoinJar,20250.42806388,0.008444255027240383,80098.53439337,132493.67988103
9,ALGO/USD,Coinbase Exchange,30233245.962,12.607004572894857,1247089.73171433,1818216.77412958
10,ALGO/USD,HitBTC,14551052.68350371,6.067664317352377,1154004.8936021,170462.01799619
11,ALGO/USD,Binance.US,4625105.3584,1.928629313463636,288930.95611958,531703.25315325
12,ALGO/USD,Kraken,2503565.56520931,1.0439653938848164,649117.182863,841407.22342951
13,ALGO/USD,Coinlist Pro,309101.0835,0.1288925039034568,50678.72660309,50386.39017478
14,ALGO/TUSD,Binance,0.0,0.0,2188.93057082,11216.71573558
15,ALGO/TRY,Paribu,1916546.1237049,0.7991833154825833,112382.50549501,288056.02134793
16,ALGO/TRY,Bitci,13306.85737588,0.005548845532478879,9109.09797291,1059.42300382
17,ALGO/THB,Satang Pro,5434.13943244,0.002265989591743703,4535.59084901,9.19817825
18,ALGO/RUB,EXMO,1227572.54761911,0.5118872363505402,36.84674641,874.10293166
19,ALGO/QC,ZB.COM,2221560.90403986,0.9263718659715557,7826.10758287,4439.79917028
20,ALGO/KRW,Bithumb,928871.12684826,0.38733130271637395,165358.19907302,182997.39236572
21,ALGO/KRW,Korbit,18982.16141069,0.007915398697473049,44296.39446769,50102.58947264
22,ALGO/KCS,KuCoin,33798.8074479,0.0140938131681141,20930.21941203,23415.40583323
23,ALGO/INR,Bitbns,194899.46488471,0.08127140724964209,90429.86632907,72198.49945908
24,ALGO/INR,WazirX,86774.52091132,0.036184231865634686,4291.97008594,6506.4048559
25,ALGO/INR,Giottus,121.24939337,5.055995835172961e-05,11.01949011,69.76645844
26,ALGO/IDR,Rekeningku.com,1521727.12931845,0.6345471770424075,452873125.76859224,398218969.38878584
27,ALGO/IDR,Indodax,213383.4376519,0.08897906555051126,75691.87115393,89354.42992898
28,ALGO/IDR,Zipmex,13228.87990793,0.005516329596338115,17594.77244163,22132.72179787
29,ALGO/IDR,Triv Pro,0.0,0.0,0.0,0.0
30,ALGO/HUSD,Huobi Global,91208.28980297,0.03803307551154841,14850.22709337,16902.89545258
31,ALGO/GBP,Coinbase Exchange,2592695.38679354,1.0811317659543591,348690.7817622,472066.10980039
32,ALGO/GBP,Kraken,453239.91995737,0.18899716394008614,37025.31076549,60072.75419766
33,ALGO/EUR,Coinbase Exchange,3147661.74206223,1.3125479819792274,372622.37331787,404872.23849061
34,ALGO/EUR,Kraken,1945618.8631135,0.8113063987641957,351946.67379552,314988.22852456
35,ALGO/EUR,Bitstamp,534410.01822209,0.22284439957240446,86099.20536413,115409.90906649
36,ALGO/EUR,EXMO,1003.76188968,0.00041856010926509925,55.58123389,18.59592249
37,ALGO/ETH,Huobi Global,276896.90840278,0.11546363876514994,37098.30366184,57852.12837372
38,ALGO/ETH,Bibox,215591.1478138,0.08989966177566294,8.51457399,10.26875911
39,ALGO/ETH,KuCoin,152477.11060246,0.06358164892526295,28754.39379675,81976.46040679
40,ALGO/ETH,Kraken,104491.99907163,0.04357226848161493,106925.18451677,113891.69785075
41,ALGO/ETH,HitBTC,22189.5782722,0.009252864052369454,785624.02342259,145760.28311436
42,ALGO/CRO,Crypto.com Exchange,97768.38419172,0.04076857867457438,106432.12043558,135705.80346265
43,ALGO/BUSD,Mandala Exchange,7012018.56667819,2.923951673811199,32429.1117231,32489.16294594
44,ALGO/BUSD,Binance,6829270.14674668,2.8477471482150514,208020.3386986,383540.44760959
45,ALGO/BUSD,Binance TR,1617321.58344448,0.6744092455025723,0.0,0.0
46,ALGO/BUSD,Binance.US,524865.2180251,0.21886429965584028,99667.61324683,71688.26085152
47,ALGO/BUSD,Tokocrypto,44299.85477989,0.018472659948277216,3217792.04378311,410362.69820987
48,ALGO/BTC,Binance,6234548.87850575,2.599753474041428,226333.24031052,335470.44155553
49,ALGO/BTC,Coinbase Exchange,2176791.2224496,0.9077032922681283,323520.06678658,440353.25858418
50,ALGO/BTC,Dsdaq,1374624.78428649,0.5732067593170855,6424.21087853,5375.58227424
51,ALGO/BTC,BHEX (BlueHelix Exchange),1374624.78428649,0.5732067593170855,8142.29269213,5820.07017744
52,ALGO/BTC,Mexo Exchange,1374624.78428649,0.5732067593170855,7676.03395285,5105.26105964
53,ALGO/BNB,Binance,488346.8246603,0.2036364424577258,17973.63941643,80706.30356713
54,ALGO/BNB,CoinDCX,446.58263672,0.00018622113385975442,396244.14168637,2996388.96487259
55,ALGO/BIDR,Mandala Exchange,39419.58772712,0.016437630394105274,8692227.72170463,7660109.30288402
56,ALGO/BIDR,Binance,38442.65026859,0.016030255842838095,5194.48520282,4175.0658036
57,ALGO/BIDR,Tokocrypto,23995.23392229,0.010005806990298445,11261.98093226,4130.23602365
58,ALGO/BCH,CoinEx,7361.39752352,0.003069639705857579,4257.50147128,4276.2906255
59,ALGO/AUD,BTC Markets,280571.7773896,0.11699602765186953,55678.67932183,39991.05217362
60,ALG/UST,Bitfinex,87642.99675696,0.03654637885346371,42242.23245915,53732.90499145
61,ALG/USD,Bitfinex,708345.78390341,0.29537412383987144,150346.93586005,180650.97465599
62,ALG/BTC,Bitfinex,42565.35019329,0.017749386394307603,18352.6886833,18400.70539324
63,AVAX/UST,Bitfinex,167060.1887614,0.04759523678639159,0.0,0.0
64,AVAX/USDT,Mandala Exchange,112423086.53816684,32.02919536792341,19241.86804869,34854.90805795
65,AVAX/USDT,Binance,110227327.30212297,31.403626334748935,1108767.62495991,2803166.7797845
66,AVAX/USDT,CoinW,78896351.6035962,22.4774709282694,64661.24127004,31861.65215495
67,AVAX/USDT,OKEx,57124773.99292772,16.274775963803446,402253.60944106,417426.2300584
68,AVAX/USDT,ZT,32973136.59355656,9.394004971476283,11068.95727475,11008.11323678
69,AVAX/USDC,Crypto.com Exchange,158083.08900567,0.04503767240377699,633486.36799913,624101.5288876
70,AVAX/USD,Coinbase Exchange,9291838.9815,2.6472331905307853,486392.48669213,576589.64595554
71,AVAX/USD,Bitfinex,647483.55081883,0.1844672458770516,0.0,0.0
72,AVAX/USD,Okcoin,146929.9645,0.04186016131815489,41044.19117521,43965.11769929
73,AVAX/TRY,Binance,13231182.27410998,3.769547119329463,201348.95803566,360755.03133498
74,AVAX/TRY,BtcTurk | Pro,9562043.25086081,2.7242140456122397,792559.03719507,1171024.36603962
75,AVAX/TRY,Paribu,7660308.91369991,2.1824123347853805,635516.04243272,318273.0574169
76,AVAX/TRY,Felixo,14923.12553611,0.004251579617802475,3968.42266992,5468.88852862
77,AVAX/TRY,BitTurk,13462.43036305,0.0038354294078094564,2128.36218072,423.1962253
78,AVAX/KRW,Coinone,2214896.6874859,0.6310212689203138,4479.95476932,10839.86650118
79,AVAX/KRW,HOTBIT KOREA,0.0,0.0,0.0,0.0
80,AVAX/INR,CoinDCX,402126.20690045,0.11456524847326542,2892.39114193,9348.34448023
81,AVAX/INR,WazirX,235658.98337072,0.06713894673248029,1937.34020106,15395.67749023
82,AVAX/INR,Giottus,196.13797874,5.587946242696624e-05,588.40665474,0.04127019
83,AVAX/EUR,Binance,1280129.91995705,0.3647073974321883,117094.11523193,200086.0905035
84,AVAX/EUR,Coinbase Exchange,536067.84415113,0.1527250517619353,78683.48631196,87249.28920702
85,AVAX/ETH,OKEx,5194759.5394861,1.479980431982696,240295.75145722,260497.28681128
86,AVAX/ETH,Huobi Global,65500.20170787,0.018660924741890364,10867.08123754,18277.94991469
87,AVAX/ETH,Gate.io,58695.30951761,0.016722219551248765,11799.76496556,9579.33957785
88,AVAX/BUSD,Mandala Exchange,14824549.42188846,4.2234954073592705,736.75173001,1595.1907692
89,AVAX/BUSD,Binance,14560678.06301534,4.148318790477495,257639.12633645,441803.18109137
90,AVAX/BUSD,Tokocrypto,8676.06107122,0.0024717988416000257,7320622.58323808,16566970.75951386
91,AVAX/BTC,Binance,19514298.88966432,5.559599107723457,629389.12340775,885645.69868775
92,AVAX/BTC,OKEx,13822673.03134994,3.9380620890330205,322196.33679782,368672.37356651
93,AVAX/BTC,Hotbit,3971630.98456596,1.131512651458603,46309.97735268,29531.29056572
94,AVAX/BTC,VCC Exchange,1893226.23979836,0.5393777646337289,0.0,0.0
95,AVAX/BTC,KuCoin,1002542.88493389,0.28562320173773015,67497.16777951,129376.29954261
96,AVAX/BNB,Binance,1435808.20526368,0.40905994429929976,87800.54090756,106338.51654418
97,AVAX/BNB,CoinDCX,0.0,0.0,249134.36521341,6110950.06194526
98,AVAX/BIDR,Mandala Exchange,29411.00657371,0.008379158627679479,12563173.64892419,18865837.74428948
99,AVAX/BIDR,Binance,28726.10176013,0.00818403011130364,11377.00969564,12995.97993061
100,AVAX/BIDR,Tokocrypto,6777.32757413,0.0019308520663194005,319361.9675848,601396.67509938
101,vBNB/BNB,Venus,2038136713.5288517,160.12390514581662,0.0,0.0
102,bnb1/eth1,Demex,421.71624713,3.3131659866416505e-05,1159.42998424,1147.78995572
103,bnb1/busd1,Demex,1028.77612591,8.082463247339057e-05,1803.3729909,1785.08151751
104,ZRX/BNB,Folgory,17478.18863428,0.0013731541169043973,0.0,0.0
105,ZIL/BNB,Binance,283562.14981755,0.022277739505371246,11878.04909949,64209.13100353
106,ZEN/BNB,Binance,66725.59965007,0.005242221249558142,6837.60623591,45007.04789954
107,ZEC/BNB,Binance,127342.45263234,0.010004515728011202,9249.65600434,61018.56515898
108,ZEC/BNB,Folgory,8032.60920867,0.0006310728551548074,11717.6467697,60989.05496322
109,ZEBI-84F/BNB,Binance DEX,23.46410336,1.843430735440256e-06,13.78504312,22.40069507
110,YGG/BNB,Binance,258461.4221392,0.02030572923187975,6698.60462773,60349.20748636
111,YFII/BNB,Binance,45001.99636183,0.00353553093322071,10433.17263537,48427.91157372
112,YFII/BNB,CoinDCX,0.0,0.0,10841.78143323,37340.04097754
113,XVS/BNB,Binance,387877.62983856,0.03047316718068361,14818.32358814,62782.86808758
114,XTZ/BNB,Binance,685699.33332959,0.05387119238851919,16598.24421323,45001.92655988
115,XTZ/BNB,Folgory,1681.96427209,0.00013214162022354403,51630.10683547,74873.7796085
116,XRP/BNB,Binance,6355480.77611159,0.4993111571932573,144577.07405622,245062.96003438
117,XRP/BNB,Folgory,14246.19244548,0.0011192359927021142,168650.63968924,266162.93710821
118,XRP/BNB,CoinDCX,1927.65846314,0.00015144430638852266,152593.80997991,246604.62968409
119,XMR/BNB,Binance,203891.17320729,0.016018479360094807,16193.21508948,54941.46317448
120,XLM/BNB,Binance,877640.34592569,0.06895082089946246,20375.21101597,89679.95121974
121,XLM/BNB,Folgory,7811.53202383,0.0006137041762333955,38500.0534374,39858.47811706
122,WSPP/BNB,IndoEx,53513.17127639,0.004204201761655383,148.85294667,104.44
123,WRX/BNB,Binance,686546.59760555,0.05393775674784636,8830.49393061,58613.66843645
124,WRX-ED1/BNB,Binance DEX,21286.78092433,0.001672371861495809,18235.17206127,33843.82654134
125,WNXM/BNB,Binance,0.0,0.0,4750.82757107,18663.10481892
126,WISH-2D5/BNB,Binance DEX,167.94189774,1.319416520257267e-05,249.72861403,4058.40370737
127,WIN/BNB,Binance,475188.51353121,0.037332647982829224,30084.36599035,100898.77808523
128,WIN/BNB,Tokocrypto,1734.87614663,0.00013629858178735446,30051.05734032,100787.06550708
129,WICC-01D/BNB,Binance DEX,20.08418722,1.5778914476144034e-06,6.60880265,23.84915736
130,WBNB/BNB,OpenOcean,2212628.98455106,0.17383269301484136,0.0,0.0
131,WAXP/BNB,Binance,319987.95885953,0.02513949198408448,22698.64299541,32210.44998108
132,WAVES/BNB,Binance,432313.77253091,0.03396424246051424,9494.59494268,48847.62408481
133,WABI/BNB,Binance,3605818.66146476,0.28328706386026514,6710.91544726,7686.43932392
134,VTHO/BNB,Binance,261955.60796962,0.020580245988659672,17248.17908175,68880.9165561
135,VOTE-FD4/BNB,Binance DEX,208.35774508,1.6369390526222853e-05,1017.52384074,2125.79980781
136,VIDT-F53/BNB,Binance DEX,601.43472493,4.725103875850886e-05,5670.93874238,20.1573652
137,VET/BNB,Binance,1379410.5780323,0.10837183153015874,86433.47459803,128139.33203512
138,VET/BNB,CoinDCX,256.0373603,2.0115285555834288e-05,85857.26359804,131456.40277491
139,VDX-A17/BNB,Binance DEX,199.06857143,1.5639597107291553e-05,69.97894673,106.17495366
140,UTED/BNB,Folgory,1205.68182097,9.472302827162768e-05,15.69115992,5.89359967
141,USDT/BNB,OpenOcean,156.04308512,1.225934845025879e-05,0.0,0.0
142,USDC/BNB,OpenOcean,127.29614959,1.0000877981872584e-05,0.0,0.0
143,UNI/BNB,Binance,2897598.68050343,0.22764656226826105,106814.74013392,167470.10415123
144,UND-EBC/BNB,Binance DEX,4.00723475,3.1482386473233854e-07,93.08533049,21.53466601
145,UGAS-B0C/BNB,Binance DEX,82.25243095,6.462069185068036e-06,79.25052708,285.10860351
146,TWT-8C2/BNB,Binance DEX,100792.76429828,0.007918669499819092,47756.25722186,26956.27656269
147,TUSD/BNB,50x,4136.86174203,0.0003250078627136179,485.70573444,355.32893409
148,TRX/BNB,Binance,1140910.26661444,0.0896343243800131,134663.39818821,180292.7729241
149,TRX/BNB,Tokocrypto,3013.53051306,0.00023675461553890152,204404.43530204,166256.96465336
150,TRX/BNB,CoinDCX,296.94668979,2.3329280746320803e-05,134636.87265193,180830.32264697
151,TRUE-D84/BNB,Binance DEX,93.55515982,7.350055291915203e-06,3.30070114,9.30197592
152,TROY/BNB,Binance,1143462.29287211,0.08983482143582898,20815.10469401,12479.28153761
153,TROY-9B8/BNB,Binance DEX,14281.93359174,0.0011220439554239232,11275.12194229,8553.33390337
154,TRIBE/BNB,Binance,2422329.75743843,0.19030759700137725,11630.18146766,32746.91416641
155,TORN/BNB,Binance,3018839.79351545,0.23717173315147277,3191.87071824,33600.88189652
156,TOP-491/BNB,Binance DEX,348.97105194,2.741651590325734e-05,137.86223573,56.69482476
157,TOMOB-4BC/BNB,Binance DEX,7298.06234842,0.0005733640120751974,397.71856115,440.171666
158,TM2-0C4/BNB,Binance DEX,1192.58602694,9.369417202898722e-05,1857.45842218,594.82104719
159,THETA/BNB,Binance,1124714.72269506,0.08836193979407352,62430.9456999,76381.06666451
160,THETA/BNB,CoinDCX,0.0,0.0,62692.17130906,80373.68127077
161,SXP/BNB,Binance,898516.33608957,0.07059091944959281,51873.4223219,82486.98472898
162,SXP/BNB,Folgory,6074.25716942,0.0004772171426829735,52196.33554698,79029.24066551
163,SXP/BNB,Tokocrypto,793.37530676,6.233063342680082e-05,698855.538422,892350.1309262
164,SUSHI/BNB,Binance,601950.14257618,0.047291531962786855,61560.84109754,98865.72273611
165,STX/BNB,Binance,8277888.08842286,0.6503429128575697,36209.687708,125373.3889411
166,STMX/BNB,Binance,87578.39119223,0.006880497226217767,18837.61188062,19934.75467931
167,SRM/BNB,Binance,197518.09940254,0.01551778602650964,49197.35748421,51986.56997541
168,SRM/BNB,CoinDCX,322.33432571,2.5323831641237034e-05,917024.26135486,1968120.544125
169,SPNDB-916/BNB,Binance DEX,142.16510615,1.116904073269632e-05,1349.97698011,630.96750158
170,SPARTA/BNB,Binance,696849.03426996,0.0547471560291961,9260.76355909,19462.78505369
171,SPACE/BNB,P2PB2B,4458.72364215,0.00035029457877283366,128.30536496,173.86696481
172,SOL/BNB,Binance,4273658.67500908,0.3357551589941777,366291.16824561,398616.55660234
173,SOL/BNB,CoinDCX,1164.02618395,9.145040027434754e-05,28284418.07768052,15195283.69171023
174,SNX/BNB,Binance,70322.20469081,0.005524784455729575,12469.83397626,51229.64938307
175,SLV-986/BNB,Binance DEX,1218.19570488,9.57061674040077e-05,86.20474294,90.82285417
176,SHR-DB6/BNB,Binance DEX,37164.63826059,0.002919797760432747,114716.11864277,12977.48310909
177,SHIB/BNB,OpenOcean,124.74270794,9.80026972735954e-06,0.0,0.0
178,SC/BNB,Binance,113813.6768,0.00894164275990402,18768.53313871,10129.24600614
179,SAND/BNB,Binance,143889.58539537,0.011304522493698238,18046.20235809,56585.4843322
180,RVN/BNB,Binance,135767.66248834,0.010666432808872738,7256.51629673,27102.12200413
181,RUNE/BNB,Binance,599590.37659328,0.04710613961795343,37988.20358557,63726.17021875
182,RUNE-B1A/BNB,Binance DEX,37876.51628583,0.0029757256521351443,33848.98591364,67485.58295988
183,RSR/BNB,Binance,168981.13755792,0.013275811903171208,13187.02323376,20857.47776478
184,RAY/BNB,Binance,111410.0387434,0.008752803655233015,14558.0912522,27900.431786
185,RAVEN-F66/BNB,Binance DEX,1900.82522556,0.0001493361834346037,308.93083891,7234.22547481
186,RAD/BNB,Binance,770565.20044845,0.06053858322960245,43629.82851204,59253.66834835
187,QUICK/BNB,Binance,172066.19660463,0.013518186077035794,7440.51228735,33225.66418834
188,QNT/BNB,Binance,228029.21407284,0.01791485723323028,13822.71068327,39142.1763034
189,PYN-C37/BNB,Binance DEX,97.0830915,7.627223253190555e-06,113.35724923,546.7820257
190,PROM/BNB,Binance,172760.3201841,0.013572719110791949,25708.11506506,21690.50808354
191,POLS/BNB,Binance,138998.41141178,0.01092025294308305,6108.31391624,26944.96969663
192,PLG-D8D/BNB,Binance DEX,595.37199647,4.677472735583899e-05,252.48216588,429.21968199
193,PIBNB-43C/BNB,Binance DEX,1.11187334,8.7353071090146e-08,158.07007379,181.73325849
194,PERL/BNB,Binance,114862.67806495,0.009024056357545305,4969.37453487,26865.5323047
195,PAXG/BNB,Binance,32986.0011698,0.0025915078647044264,29908.83848,49480.80589902
196,OOE/BNB,OpenOcean,63498.45539141,0.0049886843117583,0.0,0.0
197,ONE/BNB,Binance,4538813.7855451,0.35658677028235597,102136.41584837,193242.01614422
198,OGN/BNB,Binance,521024.96941737,0.04093373728455137,19748.3802009,22042.82662403
199,OGN/BNB,Tokocrypto,3120.14111995,0.00024513035726018946,14530.7640486,13012.21031246
200,OCEAN/BNB,Binance,103674.39306949,0.00814506140423054,55423.1376993,77284.96222325
201,OCEAN/BNB,Folgory,13291.25404173,0.0010442123373373005,55443.03331771,75329.13643096
202,NU/BNB,Binance,979113.45596574,0.07692294099280574,6276.92092275,26810.1490618
203,NPXSXEM-89C/BNB,Binance DEX,518.51839675,4.073681123863558e-05,154.89575592,101.01897126
204,NOW-E68/BNB,Binance DEX,9102.05364356,0.0007150925473149839,21.40746489,214.07464888
205,NOIZB-878/BNB,Binance DEX,0.0,0.0,119.3102924,3.4088655
206,NMR/BNB,Binance,55510.84599838,0.00436114681621077,5030.95418221,21783.95420267
207,NEXO-A84/BNB,Binance DEX,42263.55997792,0.0033203887767233402,6257.89349335,8957.99982297
208,NEW-09E/BNB,Binance DEX,396.30758314,3.1135456924969865e-05,973.53708415,87.38398961
209,NEO/BNB,Binance,321112.74191155,0.025227859292094666,22455.92418926,122497.88512636
210,NEAR/BNB,Binance,247963.87331878,0.019481001184724286,21849.10585513,67313.07086467
211,MVL-7B0/BNB,Binance DEX,345.94313061,2.717863068946594e-05,15.71917709,36.67807988
212,MLN/BNB,Binance,30996.68457898,0.002435219457268822,17936.30310638,23532.71033312
213,MITX-CAA/BNB,Binance DEX,880.56734104,6.918077695929643e-05,5467.95939829,4986.57154395
214,MITH/BNB,Binance,164443.53012006,0.012919319908229985,8666.23723881,18038.1558589
215,MINA/BNB,Binance,548568.44220831,0.043097659064325756,17902.85497511,27609.04428759
216,MINA/BNB,Tokocrypto,228.7704339,1.7973090330406023e-05,16406.07103197,24402.84988398
217,MFT/BNB,Binance,1508606.69096242,0.11852197798241139,10079.45037312,16682.91127159
218,MEETONE-031/BNB,Binance DEX,50.17609103,3.942027827350576e-06,1.26259709,0.37304005
219,MDX/BNB,Binance,355623.26169205,0.027939139236754465,8671.00550148,19276.60867483
220,MBL/BNB,Binance,998365.08211806,0.07843542322201767,6533.64211711,38054.49592899
221,MATIC/BNB,Binance,1417006.3702923,0.11132550241678878,142977.58396878,234847.6088254
222,MATIC/BNB,Pionex,853893.96215393,0.06708521312281729,126211.23218075,178593.78928463
223,MATIC/BNB,Folgory,625935.41698202,0.04917590791184055,132936.20422615,204199.14714042
224,MATIC/BNB,CoinDCX,91.63848811,7.199474147357764e-06,8699920.06661328,16971683.89653263
225,MATIC-84A/BNB,Binance DEX,47996.52627352,0.0037707927880084374,65600.427127,132479.87679223
226,MASK/BNB,Binance,380754.09408283,0.029913514652920435,35665.78167665,40762.08174362
227,LUNA/BNB,Mandala Exchange,7717261.29094587,0.6062979027532277,18356384.56924834,14134307.12187317
228,LUNA/BNB,Binance,7604061.52756074,0.5974044914062402,231198.19362705,351112.80861306
229,LTO-BDF/BNB,Binance DEX,282.92074445,2.2227348218294252e-05,1636.95721069,5634.17830655
230,LTC/BNB,Binance,1181496.26484185,0.09282291741564025,109134.93546684,145554.56757918
231,LTC/BNB,Folgory,39762.07772203,0.0031238626532266683,122356.44179034,135726.13792305
232,LTC/BNB,CoinDCX,0.0,0.0,106899.78771194,12032027.52958325
233,LPT/BNB,Binance,1327769.53961134,0.10431471176833848,39767.5426301,43110.23641387
234,LIT-099/BNB,Binance DEX,3523.73575628,0.00027683831327515794,426.010077,177.21320826
235,LBA-340/BNB,Binance DEX,31.55990511,2.479468241114669e-06,3.56222295,334.84895669
236,KSM/BNB,Binance,643636.18907735,0.050566549046552736,24977.0566822,23820.73076841
237,KP3R/BNB,Binance,181652.05026225,0.014271287825130423,17540.9935514,26972.00995062
238,KLAY/BNB,Binance,6032357.22798534,0.4739253211857382,13076.9761468,53389.16337751
239,KEEP/BNB,Binance,21866.66878726,0.0017179300954173428,13342.33158533,23950.34232294
240,KAVA/BNB,Binance,138989.99508001,0.01091959172349897,13338.03093329,54980.75948051
241,KAT-7BB/BNB,Binance DEX,176.07017417,1.383275404474254e-05,612.00054845,204.00018282
242,JNTR/BNB,STEX,0.0,0.0,0.00788748,0.01756842
243,IQ/BNB,Binance,760076.3602864,0.059714539368339675,3749.12957023,31651.07276818
244,IQ/BNB,CoinDCX,1264.19545163,9.93200854677158e-05,3748.42183495,31645.09789306
245,IOTA/BNB,Binance,596759.09788837,0.0468837034095396,22120.14985358,99115.06785419
246,IOST/BNB,Binance,203257.42437036,0.01596868959968411,13503.49496434,22459.70417367
247,INJ/BNB,Binance,492572.01167948,0.03869836284882399,89235.79160501,86654.98237923
248,ILV/BNB,Binance,288037.73232603,0.02262935858190479,39750.27767844,60062.93235254
249,ICP/BNB,Binance,1491566.48385807,0.11718323338891559,58879.6725107,97260.01584463
250,HYN-F21/BNB,Binance DEX,194.1169928,1.5250581933967189e-05,0.4846843,0.85739532
251,HOT/BNB,Binance,310792.57408503,0.024417066982053096,31453.07345394,29863.23487659
252,HOLDEX/BNB,IndoEx,74551.02252366,0.005857016744688156,184.92357022,33.01106663
253,HNST-3C9/BNB,Binance DEX,554.31626063,4.354922991609484e-05,361.06648458,376.38445665
254,HBAR/BNB,Binance,460446.27987567,0.03617444107363224,34966.02303682,33643.49288492
255,HARD/BNB,Binance,559165.90678685,0.043930236879982806,9736.9845691,9553.57750376
256,GTO-908/BNB,Binance DEX,12732.42374942,0.0010003084676290094,3228.22667059,1401.15386936
257,GTC/BNB,Binance,16375.59150076,0.0012865298204821414,4347.29336566,24027.56615802
258,GNO/BNB,Binance,3742398.30900479,0.2940172893561218,4859.82677088,4840.33468523
259,GMC/BNB,P2PB2B,17476.46959948,0.0013730190628800866,3800.25524942,1989.40575184
260,GIV-94E/BNB,Binance DEX,5886.43457969,0.00046246107340531633,102.40666048,2171.727455
261,GALA/BNB,Binance,974539.71168638,0.07656360994779382,110281.84413847,103490.82296565
262,FTT/BNB,Binance,836467.19695271,0.06571609902975571,1123662.38477621,398973.9569667
263,FTT/BNB,Folgory,59154.23457575,0.0046473855180111275,1145746.10033836,387903.05633007
264,FTM/BNB,Binance,5013603.37970159,0.3938880776158094,104755.27223598,166257.0207189
265,FTM-A64/BNB,Binance DEX,315152.52487801,0.024759601583673026,53228.96195218,42470.74763281
266,FSN-E14/BNB,Binance DEX,628.95266277,4.941295441375043e-05,30.71168903,377.1395412
267,FRM-DE7/BNB,Binance DEX,49.08265566,3.856123314514527e-06,126.70592176,2109.41895664
268,FLOW/BNB,Binance,601356.20683517,0.04724487007321639,543615.28744015,540203.13246403
269,FIO/BNB,Binance,44679.06742921,0.00351016038696027,6694.92945229,28596.85987082
270,FIL/BNB,Binance,1787750.39550338,0.14045258733323293,166939.31718967,207451.62776581
271,FIDA/BNB,Binance,79783.94407806,0.00626813530658358,2227.65833168,11805.24757986
272,FET/BNB,Binance,618679.0626867,0.04860582064577266,23021.79379671,33963.93814676
273,FET/BNB,CoinDCX,0.0,0.0,433367.46835821,701502.01004287
274,FARM/BNB,Binance,275531.1440225,0.02164679262059355,3438.03700381,14197.49405924
275,EVT-49B/BNB,Binance DEX,16.6622119,1.309047827893577e-06,33.38193896,70.1020718
276,ETH/BNB,50x,102.66074443,8.065425245613948e-06,2575.74886064,354.26169608
277,ETH/BNB,OpenOcean,0.11962063,9.39785946863161e-09,0.0,0.0
278,ETC/BNB,Binance,221211.42955108,0.017379225705266316,20640.98125812,33460.81045555
279,ETC/BNB,Folgory,25160.02355654,0.0019766687870798184,18552.31096009,38960.50649667
280,ERN/BNB,Binance,194502.65857965,0.015280881329640084,16867.6017482,44853.46949189
281,EQL-586/BNB,Binance DEX,21820.83024967,0.0017143288425689137,41.75444519,951.07347363
282,EOS/BNB,Binance,524418.73615017,0.04120036472853133,18518.08012912,34353.14025909
283,EOS/BNB,CoinDCX,0.0,0.0,19326.16554526,38308.66795832
284,ENJ/BNB,Binance,143620.87605174,0.01128341164810795,14911.62734006,57694.77543127
285,ENJ/BNB,Tokocrypto,0.0,0.0,14919.14271684,61062.96445402
286,ENJ/BNB,CoinDCX,0.0,0.0,491631.0529629,395416.61743368
287,EGLD/BNB,Binance,471128.96816054,0.03701371439336317,60815.13416329,118019.51627588
288,ECOIN/BNB,IndoEx,44169.36037265,0.0034701158286953556,12.38217691,53.35878902
289,EBST-783/BNB,Binance DEX,2164.55875355,0.00017005610969829618,24.94291827,334.23510482
290,DYDX/BNB,Binance,1353911.57756116,0.10636853140526936,99207.58100875,78450.597907
291,DYDX/BNB,CoinDCX,1497.23080129,0.00011762824407988921,556641.84468883,2935793.99722972
292,DUSK-45E/BNB,Binance DEX,877.80075568,6.89634233103376e-05,64.47050209,5546.15977146
293,DOT/BNB,Binance,10294349.38427549,0.8087639133351445,206490.37314254,333156.36393775
294,DOT/BNB,CoinDCX,750.50859786,5.896285893735916e-05,7743783.31412093,12431775.33109842
295,DOT/BNB,IDEX BSC,0.0,0.0,3646.41172963,3642.46902991
296,DOS-120/BNB,Binance DEX,193.15410383,1.5174933651359456e-05,12448.07946448,863.63674554
297,DIA/BNB,Binance,0.0,0.0,13999.45181244,19030.34042162
298,DGB/BNB,Binance,60051.88860094,0.0047179086909804316,4602.5016212,23307.45247322
299,DGB/BNB,Folgory,10820.05876028,0.0008500656757237258,3476.7486156,19850.1385667
300,DGB/BNB,CoinDCX,279.06640268,2.1924536217567146e-05,5098.79158839,62412.1782894
